Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
54.43,37,61228.96,258.62,Cloned object-oriented benchmark,Westshire,0,Micronesia,08-05-2016 22:24,1
41.73,31,61840.26,207.17,Sharable reciprocal project,West Angelabury,1,Slovenia,16-06-2016 02:01,0
55.6,35,42993.48,221.18,Total cohesive moratorium,West Wendyland,1,Luxembourg,26-01-2016 02:47,1
41.73,28,71222.4,221.94,Phased hybrid superstructure,Westshire,0,Czech Republic,06-05-2016 21:07,1
41.73,28,67132.46,217.37,Cross-group non-volatile secured line,South Patrickfort,0,Gabon,08-01-2016 22:47,0
41.73,28,67301.39,217.37,Managed zero tolerance concept,West Joseph,1,Luxembourg,14-02-2016 10:06,1
78.64,39,49282.87,258.62,Seamless cohesive conglomeration,Westshire,1,Belize,09-02-2016 07:21,1
62.26,32,70505.06,221.21,Profound maximized workforce,Lake Matthewland,0,Fiji,24-05-2016 13:30,1
51.24,36,61610.05,140.46,Reverse-engineered context-sensitive emulation,Elizabethport,0,Uganda,03-02-2016 07:59,1
52.84,26,56694.12,131.68,Optional secondary access,Shelbyport,0,Austria,15-05-2016 13:18,0
78.64,41,50628.31,144.77,Managed zero tolerance concept,Jamesmouth,1,Ethiopia,26-04-2016 13:13,1
41.73,28,71222.4,217.37,Inverse local hub,Reyesfurt,0,Gabon,30-06-2016 00:19,0
80.3,29,66504.16,173.43,Managed client-server access,South Cynthiashire,1,Australia,05-01-2016 16:26,1
71.03,39,38067.08,207.17,Intuitive exuding service-desk,New Michael,0,Zambia,07-06-2016 23:46,0
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
62.26,25,50671.6,138.71,Business-focused transitional solution,Hansenmouth,1,Georgia,28-04-2016 02:55,0
51.24,36,76003.47,203.9,Decentralized attitude-oriented interface,New James,1,Belize,03-01-2016 16:01,1
55.6,35,50506.44,214.42,Robust uniform framework,Shawstad,0,Saint Vincent and the Grenadines,29-06-2016 02:48,0
71.84,39,56180.93,165.52,Enterprise-wide tangible model,West Angelabury,1,American Samoa,14-01-2016 16:30,0
71.28,36,29398.61,222.25,Virtual scalable secured line,Gonzalezburgh,0,Ukraine,26-02-2016 19:48,0
62.42,22,63363.04,245.89,Managed client-server access,Browntown,1,Guernsey,09-04-2016 16:31,0
83.71,38,57868.44,130.83,Pre-emptive content-based frame,Stewartbury,1,Western Sahara,22-04-2016 02:07,1
71.28,54,37908.29,182.2,Virtual scalable secured line,West James,0,Cook Islands,26-02-2016 19:48,1
76.87,43,66873.9,198.45,Managed client-server access,Lake Deannaborough,1,Yemen,17-06-2016 09:38,0
68.88,42,59243.46,143.13,Robust logistical utilization,Hubbardmouth,1,United Kingdom,06-04-2016 11:24,1
76.06,39,37334.78,258.62,Cloned object-oriented benchmark,Westshire,0,Micronesia,08-05-2016 22:24,1
51.24,36,59240.24,128.62,Automated object-oriented firmware,Hatfieldshire,0,Kazakhstan,13-03-2016 20:35,0
43.6,35,51119.93,109.07,Future-proofed methodical protocol,Youngfort,1,Togo,29-06-2016 13:35,1
56.3,29,61172.07,216.49,Sharable reciprocal project,Chrismouth,1,Niger,26-01-2016 02:47,0
79.81,34,34191.23,168.34,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,11-03-2016 00:05,0
56.34,40,31265.75,232.78,Sharable reciprocal project,South Walter,1,Bolivia,08-05-2016 10:25,0
46.14,26,56694.12,190.17,Versatile next generation pricing structure,West Brenda,0,Gabon,15-02-2016 16:52,0
34.78,30,66359.32,229.99,Operative stable moderator,Shelbyport,1,Puerto Rico,20-01-2016 19:09,0
73.49,26,53336.76,131.68,Persistent even-keeled application,Shelbyport,1,Mauritius,11-03-2016 06:49,0
55.55,39,48335.2,124.44,Intuitive exuding service-desk,Garciatown,0,Qatar,03-01-2016 07:13,0
76.87,31,56180.93,207.17,Balanced empowering success,Laurieside,0,Singapore,21-06-2016 14:32,0
85.62,25,50506.44,140.46,Digitized content-based circuit,West Aprilport,0,Lao People's Democratic Republic,03-01-2016 07:13,0
46.14,28,39799.73,217.37,Sharable reciprocal project,Reyesfurt,0,Gabon,04-05-2016 12:06,0
39.36,42,57868.44,120.75,Virtual 5thgeneration neural-net,Stewartbury,1,Czech Republic,19-02-2016 13:26,1
41.73,34,40763.13,160.03,Cloned explicit middleware,Randolphport,1,Saint Vincent and the Grenadines,27-02-2016 08:52,1
41.73,31,42078.89,171.23,Sharable reciprocal project,Port Kathleenfort,0,Singapore,21-06-2016 14:32,0
52.84,23,25739.09,172.81,Phased clear-thinking encoding,Hubbardmouth,0,Czech Republic,14-01-2016 14:00,1
63.45,31,61840.26,207.17,Sharable secondary Graphical User Interface,North Katie,1,Hong Kong,16-01-2016 17:56,0
81.1,31,58235.21,207.17,Sharable reciprocal project,Lopezberg,1,American Samoa,19-05-2016 11:16,0
65.77,34,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Jamaica,27-04-2016 04:28,1
43.49,37,75180.2,195.69,Managed client-server access,Sarafurt,1,Australia,04-04-2016 20:01,0
59.59,22,31215.88,121.07,Customizable modular Internet solution,Silvaton,0,United States of America,03-07-2016 04:11,0
72.23,30,50671.6,244.91,De-engineered attitude-oriented projection,Danielview,1,Guinea,27-04-2016 04:28,0
46.61,55,58633.63,187.76,Function-based context-sensitive secured line,Gilbertville,0,Tonga,21-04-2016 09:30,1
72.97,25,50671.6,241.03,Pre-emptive next generation Internet solution,Lake Rhondaburgh,1,Georgia,18-03-2016 13:00,0
60.23,44,60575.99,139.34,Focused coherent success,Wilcoxport,1,Northern Mariana Islands,03-04-2016 21:13,0
80.51,55,55015.08,157.04,Decentralized client-driven data-warehouse,East Graceland,0,Tonga,21-04-2016 09:30,1
39.36,44,66025.11,231.48,Monitored context-sensitive initiative,Hubbardmouth,1,Czech Republic,19-05-2016 11:16,0
36.08,35,54324.73,167.42,De-engineered attitude-oriented projection,West Samantha,0,Qatar,05-01-2016 20:58,0
76.2,33,47929.83,178.69,Adaptive contextually-based methodology,New Taylorburgh,1,Indonesia,09-02-2016 05:28,0
40.47,35,42696.67,168.41,Stand-alone empowering benchmark,Williamport,1,Hong Kong,14-03-2016 23:13,0
56.39,40,73882.91,167.22,Extended systemic policy,Garciatown,0,Qatar,03-01-2016 07:13,0
85.62,25,50506.44,241.03,Pre-emptive next generation Internet solution,Hansenmouth,1,Georgia,28-04-2016 02:55,0
42.04,52,73049.3,230.18,Horizontal client-server database,Lisafort,1,Cuba,18-01-2016 02:51,0
59.22,40,73882.91,133.2,Upgradable asymmetric emulation,Davidstad,1,Samoa,09-03-2016 14:57,0
36.73,31,59677.64,207.17,Sharable reciprocal project,Wintersfort,1,Switzerland,16-06-2016 02:01,0
48.46,25,50506.44,241.03,Optional multi-state hardware,West Aprilport,0,Grenada,03-01-2016 07:13,0
80.99,26,68030.18,154.74,Extended systemic policy,Whiteport,1,Saint Lucia,18-03-2016 13:00,0
80.3,29,69718.19,153.76,Balanced executive definition,Mullenside,0,Burundi,26-03-2016 19:54,0
85.62,25,50506.44,202.18,Customizable multi-tasking website,West Aprilport,0,Qatar,03-01-2016 07:13,0
89,51,74535.94,188.56,Extended context-sensitive monitoring,New Thomas,1,Vanuatu,06-03-2016 11:36,1
51.24,54,38609.2,182.2,Virtual scalable secured line,West James,0,South Africa,31-03-2016 20:55,0
44.78,26,56694.12,190.17,Intuitive explicit firmware,East Kevinbury,0,Bangladesh,23-01-2016 04:47,1
43.49,31,59677.64,207.17,Customizable zero-defect Internet solution,Melissastad,1,Hong Kong,09-07-2016 11:18,0
78.7,33,57868.44,178.75,Cross-platform 4thgeneration focus group,Hobbsbury,0,Hungary,28-05-2016 12:38,1
52.68,32,70505.06,172.83,Focused upward-trending core,Lisafort,0,Chile,28-04-2016 22:54,0
64.75,31,56180.93,135.18,Automated mobile model,Laurieside,0,Timor-Leste,03-01-2016 07:13,0
71.14,31,51739.63,207.17,De-engineered tertiary secured line,West Angelabury,1,Hong Kong,02-06-2016 21:02,0
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,0,Algeria,25-02-2016 16:33,0
43.67,26,53336.76,259.76,Business-focused real-time toolset,West Aprilport,0,United Arab Emirates,08-03-2016 18:00,0
40.04,42,60514.05,238.58,Innovative interactive portal,West Amanda,0,Costa Rica,19-05-2016 14:30,1
55.6,35,42993.48,236.87,Robust uniform framework,Karenmouth,0,Mayotte,07-04-2016 15:18,1
65.65,30,57877.15,198.72,Versatile dedicated software,Lisafort,0,Qatar,29-06-2016 10:50,0
65.65,41,49850.52,219.94,De-engineered attitude-oriented projection,Bradleyside,0,Qatar,05-01-2016 20:58,0
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,04-04-2016 20:01,1
80.31,45,32252.38,207.17,Sharable reciprocal project,Lake Brian,0,Bouvet Island (Bouvetoya),26-02-2016 22:46,0
60.23,44,65883.39,139.34,Focused coherent success,Boyerberg,1,Cote d'Ivoire,30-01-2016 16:15,0
79.54,41,57846.68,227.63,Synergistic reciprocal attitude,Michaelmouth,1,Turkey,31-05-2016 23:42,1
82.07,38,57868.44,122.04,Universal 24/7 implementation,Stewartbury,1,Finland,05-01-2016 20:58,0
79.52,41,57846.68,126.39,Distributed maximized ability,Palmerside,0,Micronesia,16-02-2016 12:05,1
55.6,39,35253.98,230.52,Intuitive exuding service-desk,Westshire,0,Costa Rica,08-05-2016 22:24,1
78.64,32,69481.85,230.18,Total cohesive moratorium,North Daniel,1,Saudi Arabia,09-06-2016 21:43,1
43.6,35,55121.65,204.79,Cloned dedicated analyzer,East Connie,1,American Samoa,09-07-2016 11:18,0
80.3,52,33951.63,186.37,Universal empowering adapter,Shawnside,0,Eritrea,19-07-2016 08:32,1
42.04,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,05-02-2016 16:50,1
40.04,28,67669.06,199.39,Synchronized user-facing core,Kennedyfurt,1,United States Virgin Islands,18-04-2016 15:54,0
41.73,31,61840.26,212.87,Sharable reciprocal project,West Steven,1,Singapore,18-05-2016 03:19,0
82.07,22,73941.91,133.2,Stand-alone well-modulated product,East Carlos,0,United States of America,03-07-2016 04:11,0
45.99,33,61005.87,113.12,Front-line methodical utilization,Lake Deannaborough,1,Iran,12-06-2016 21:21,0
56.39,29,69646.35,191.82,Visionary asymmetric encryption,West Katiefurt,1,Portugal,05-01-2016 16:26,1
43.49,37,58235.21,109.29,Organized global flexibility,New Brandy,1,Luxembourg,21-07-2016 10:01,0
35.61,35,25603.93,236.87,Optional multi-state hardware,West Roytown,0,Faroe Islands,29-06-2016 02:48,0
86.06,32,69481.85,178.92,Total cohesive moratorium,North Daniel,1,Saudi Arabia,13-07-2016 11:41,1
47.48,29,69646.35,219.94,Mandatory coherent groupware,Christinetown,0,Burundi,17-04-2016 21:39,0
68.88,23,55121.65,172.81,Phased clear-thinking encoding,Hollandberg,1,United States Virgin Islands,09-03-2016 03:41,0
37,30,57877.15,138.71,Business-focused transitional solution,New Tinamouth,1,Bolivia,08-05-2016 10:25,0
40.01,45,76480.16,137.24,Enhanced homogeneous moderator,Wintersfort,1,Micronesia,10-07-2016 17:24,1
70.58,28,73207.15,230.52,Streamlined homogeneous analyzer,Westshire,0,Uruguay,27-02-2016 12:34,1
70.29,31,52178.98,240.64,Optional full-range projection,Lake Kevin,1,Bouvet Island (Bouvetoya),21-06-2016 14:32,0
40.47,36,31281.01,222.25,Front-line bandwidth-monitored capacity,Deannaville,1,Chad,20-06-2016 08:22,0
62.26,28,59457.52,187.76,Business-focused real-time toolset,Bakerhaven,1,Cote d'Ivoire,26-02-2016 06:00,0
55.92,34,59785.94,160.03,Cloned explicit middleware,East Timothy,0,Hungary,27-04-2016 04:28,1
55.6,37,58235.21,109.29,Front-line dynamic model,Mataberg,1,Sri Lanka,26-01-2016 02:47,0
41.73,28,67669.06,217.37,Inverse local hub,Reyesfurt,0,Croatia,26-02-2016 01:18,0
78.84,35,23410.75,225.58,Robust uniform framework,Wrightburgh,0,Myanmar,12-07-2016 10:56,0
54.88,22,67058.72,121.07,Customizable modular Internet solution,North Angelatown,0,United States of America,03-07-2016 04:11,0
80.47,38,57868.44,206.98,Robust responsive collaboration,Port Jodi,1,Jersey,19-05-2016 14:30,1
60.23,43,57868.44,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,03-04-2016 21:13,1
51.87,46,66291.67,218.61,Virtual impactful algorithm,Amandahaven,1,Australia,12-01-2016 10:07,1
88.12,26,53336.76,131.68,Extended systemic policy,Melissastad,1,Singapore,10-06-2016 03:56,0
43.49,28,53058.91,230.52,Intuitive exuding service-desk,Westshire,0,Egypt,27-02-2016 12:34,1
40.17,26,62669.59,228.78,Business-focused transitional solution,Williamport,1,Ghana,08-01-2016 19:38,0
69.62,34,34191.23,203.84,Cloned explicit middleware,North Isabellaville,1,Hungary,11-03-2016 00:05,0
55.6,27,36884.23,231.42,Fully-configurable foreground solution,Lindsaymouth,1,Netherlands Antilles,17-06-2016 20:18,0
88.12,26,74903.41,228.78,Optimized intermediate help-desk,East Kevinbury,1,Egypt,05-01-2016 06:34,0
86.06,24,64698.58,161.16,Realigned content-based leverage,Whiteport,1,Somalia,03-01-2016 16:01,0
78.84,36,59240.24,222.25,Up-sized incremental encryption,North Brandon,0,Ukraine,12-04-2016 04:22,0
66.08,19,31215.88,133.2,Digitized content-based circuit,West Shannon,0,Burundi,03-07-2016 04:11,0
81.58,41,63363.04,167.86,Front-line multi-state hub,East Maureen,1,Croatia,13-05-2016 11:57,1
65.59,39,59677.64,212.87,Robust transitional ability,North Regina,1,Canada,20-06-2016 14:20,0
79.52,41,57846.68,126.39,Face-to-face even-keeled website,West Lisa,0,El Salvador,05-01-2016 17:56,1
80.47,43,51119.93,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,03-04-2016 21:13,1
73.72,39,37334.78,236.87,Vision-oriented attitude-oriented Internet solution,Karenmouth,0,Saint Vincent and the Grenadines,29-02-2016 23:56,1
51.24,27,63879.72,190.17,Monitored dynamic instruction set,Lake Matthewland,0,United Arab Emirates,17-05-2016 06:14,1
81.22,41,57846.68,172.57,Face-to-face even-keeled website,East Graceland,0,El Salvador,27-01-2016 18:25,1
61.22,36,32549.95,115.26,Reverse-engineered well-modulated capability,Jacquelineshire,1,Netherlands Antilles,07-04-2016 15:18,0
42.04,37,23936.86,231.28,Vision-oriented attitude-oriented Internet solution,Youngfort,0,Croatia,10-02-2016 19:20,1
80.99,26,68030.18,131.68,Reactive composite project,Williamport,1,Sri Lanka,31-05-2016 23:42,0
75.55,40,73882.91,139.02,Upgradable asymmetric emulation,Brianabury,1,Greece,03-07-2016 04:11,0
49.21,52,47708.42,229.12,Synergistic stable infrastructure,Youngfort,0,Greece,04-04-2016 08:19,1
41.49,32,69481.85,118.27,Profound maximized workforce,Lake Matthewland,0,Lebanon,07-03-2016 20:02,1
37,30,57877.15,201.58,Total 5thgeneration standardization,Daisymouth,1,Bolivia,29-06-2016 10:50,0
62.26,25,50671.6,241.03,Pre-emptive next generation Internet solution,Nelsonfurt,1,Korea,07-04-2016 15:18,0
56.16,29,54286.1,120.06,Polarized 5thgeneration matrix,East Tiffanyport,0,Cayman Islands,11-01-2016 02:07,1
49.21,27,14548.06,193.29,Synchronized systemic hierarchy,Olsonside,0,Ukraine,25-01-2016 07:52,0
41.73,28,59677.64,120.49,Organized global flexibility,West Joseph,1,Luxembourg,21-04-2016 19:56,0
73.89,31,55121.65,236.87,Synergized multimedia emulation,Andrewmouth,0,Czech Republic,06-05-2016 21:07,1
44.4,53,57877.15,111.94,Business-focused transitional solution,New Tinamouth,1,Bolivia,08-05-2016 10:25,1
42.04,37,62772.42,195.69,Managed client-server access,Lake James,1,Sri Lanka,16-06-2016 02:01,0
46.61,45,74903.41,174.88,Secured 24hour policy,Harmonhaven,0,Taiwan,05-03-2016 12:03,1
75.55,36,59240.24,140.46,Intuitive exuding service-desk,North Brandon,0,Qatar,26-02-2016 19:48,0
71.84,39,31281.01,207.17,De-engineered tertiary secured line,West Angelabury,1,French Polynesia,14-01-2016 16:30,0
80.3,37,70492.6,195.69,Managed client-server access,Sarafurt,1,Australia,04-04-2016 20:01,0
79.54,41,57846.68,137.24,Synergized context-sensitive database,New Travistown,0,Micronesia,04-04-2016 18:36,1
43.49,37,58235.21,195.69,Managed client-server access,Sarafurt,1,Australia,04-04-2016 20:01,0
54.88,40,73941.91,139.02,Distributed leadingedge orchestration,West Gregburgh,0,Greece,03-07-2016 04:11,0
51.38,46,40468.53,193.29,Customer-focused optimizing moderator,Lake Evantown,0,Belgium,03-06-2016 21:43,1
43.84,36,50628.31,133.9,Upgradable optimizing toolset,Youngfort,1,Guinea,22-04-2016 00:28,1
81.98,22,41547.62,210.87,Focused coherent success,Sarahland,0,United States of America,30-01-2016 16:15,0
76.2,33,41547.62,204.02,Diverse modular interface,New Thomas,1,Niger,03-02-2016 15:15,0
54.37,24,52252.91,182.2,Up-sized bifurcated capability,West Ricardo,0,Algeria,03-03-2016 22:31,0
41.73,28,71222.4,217.37,Down-sized bandwidth-monitored core,West Joseph,0,Gabon,04-05-2016 12:06,0
68.11,26,74903.41,228.78,Stand-alone eco-centric system engine,East Kevinbury,1,Bosnia and Herzegovina,01-01-2016 15:14,1
62.26,36,32549.95,115.26,Synergized coherent interface,Lake Patrick,1,Netherlands Antilles,04-04-2016 11:39,0
56.34,40,62669.59,122.59,Upgradable optimizing toolset,South Walter,1,Ethiopia,08-05-2016 10:25,0
66.26,28,38067.08,180.47,Networked impactful framework,Lake Gerald,0,Gabon,15-02-2016 16:52,0
51.24,36,61610.05,140.46,Up-sized incremental encryption,New Rebecca,0,El Salvador,03-01-2016 16:01,1
56.16,30,33293.78,228.81,Total 5thgeneration standardization,Kristinfurt,0,Cameroon,09-03-2016 06:22,0
62.42,29,69646.35,190.12,Managed client-server access,Evansfurt,1,Israel,09-02-2016 05:28,0
55.6,31,58235.21,207.17,Optional full-range projection,East Connie,1,Hong Kong,18-01-2016 02:51,0
55.6,35,42993.48,225.58,Total cohesive moratorium,Wrightburgh,0,Myanmar,18-07-2016 01:36,0
39.3,29,69718.19,208.05,Front-line bandwidth-monitored capacity,Johnstad,0,Burundi,09-03-2016 00:41,0
55.6,35,73889.99,226.54,Optional multi-state hardware,Lake Nicole,1,Niger,02-07-2016 20:23,0
71.33,36,38067.08,140.46,Face-to-face analyzing encryption,North Randy,0,Sweden,26-02-2016 19:48,0
34.3,34,34191.23,168.34,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,11-03-2016 00:05,0
61.22,25,50723.67,241.03,Proactive bandwidth-monitored policy,Nelsonfurt,1,Hong Kong,07-04-2016 15:18,0
36.73,28,71222.4,217.37,Realigned intangible benchmark,Reyesfurt,0,Gabon,05-05-2016 09:28,0
82.07,48,52736.33,123.13,Integrated coherent pricing structure,Burgessside,1,Turkey,17-07-2016 01:13,1
55.6,24,52252.91,182.2,Decentralized real-time circuit,West James,0,Kazakhstan,31-03-2016 20:55,0
68.01,33,43974.49,159.77,Expanded modular application,Silvaton,0,Greece,27-02-2016 20:20,1
77.14,33,43974.49,135.67,Customer-focused fault-tolerant implementation,Taylorhaven,1,Afghanistan,24-03-2016 06:36,1
68.18,28,71222.4,180.88,Intuitive exuding service-desk,Jamiefort,0,Ghana,06-05-2016 21:07,0
51.87,29,69646.35,191.82,Managed client-server access,West Christopher,1,Eritrea,09-07-2016 11:04,0
35.61,29,56113.37,200.71,Digitized zero-defect implementation,Evansfurt,0,Cameroon,18-07-2016 01:36,0
43.49,37,23936.86,109.29,Polarized analyzing concept,Westshire,0,Netherlands,20-06-2016 14:20,1
71.28,40,38067.08,140.46,Multi-tiered stable leverage,West Justin,0,China,22-04-2016 20:32,1
83.16,45,59886.58,174.88,Secured 24hour policy,Greerport,0,Taiwan,30-03-2016 16:15,1
56.16,33,53431.35,120.75,Function-based incremental standardization,Evansfurt,0,Cameroon,28-03-2016 23:01,0
42.04,37,68448.94,173.43,Cross-group non-volatile secured line,Lake James,0,Australia,05-01-2016 16:26,1
68.18,37,75180.2,217.37,Cross-group non-volatile secured line,Lake James,0,Australia,27-01-2016 12:38,0
